room,dist,aggro,wall,action
3,603.144,0,0,wander
3,603.084,0,0,wander
3,603.019,0,0,wander
3,602.956,0,0,wander
3,602.902,0,0,wander
3,602.851,0,0,wander
3,602.798,0,0,wander
3,602.73,0,0,wander
3,602.649,0,0,wander
3,602.59,0,0,wander
3,602.525,0,0,wander
3,602.451,0,0,wander
3,602.4,0,0,wander
3,602.349,0,0,wander
3,602.297,0,0,wander
3,602.236,0,0,wander
3,602.167,0,0,wander
3,602.1,0,0,wander
3,602.04,0,0,wander
3,601.97,0,0,wander
3,601.917,0,0,wander
3,601.85,0,0,wander
3,601.772,0,0,wander
3,601.71,0,0,wander
3,601.626,0,0,wander
3,601.568,0,0,wander
3,601.484,0,0,wander
3,601.422,0,0,wander
3,601.359,0,0,wander
3,601.298,0,0,wander
3,601.241,0,0,wander
3,601.176,0,0,wander
3,601.115,0,0,wander
3,601.057,0,0,wander
3,600.98,0,0,wander
3,600.92,0,0,wander
3,600.851,0,0,wander
3,600.799,0,0,wander
3,600.746,0,0,wander
3,600.681,0,0,wander
3,600.626,0,0,wander
3,600.566,0,0,wander
3,600.501,0,0,wander
3,600.449,0,0,wander
3,600.391,0,0,wander
3,600.334,0,0,wander
3,600.276,0,0,wander
3,600.223,0,0,wander
3,600.15,0,0,wander
3,600.089,0,0,wander
3,600.017,0,0,wander
3,599.958,0,0,wander
3,599.894,0,0,wander
3,599.835,0,0,wander
3,599.773,0,0,wander
3,599.712,0,0,wander
3,599.652,0,0,wander
3,599.591,0,0,wander
3,599.506,0,0,wander
3,599.444,0,0,wander
3,599.392,0,0,wander
3,599.337,0,0,wander
3,599.286,0,0,wander
3,599.23,0,0,wander
3,599.158,0,0,wander
3,599.092,0,0,wander
3,599.022,0,0,wander
3,598.966,0,0,wander
3,598.902,0,0,wander
3,598.848,0,0,wander
3,598.795,0,0,wander
3,598.733,0,0,wander
3,598.669,0,0,wander
3,598.602,0,0,wander
3,598.537,0,0,wander
3,598.473,0,0,wander
3,598.421,0,0,wander
3,598.369,0,0,wander
3,598.321,0,0,wander
3,598.262,0,0,wander
3,598.19,0,0,wander
3,598.126,0,0,wander
3,598.065,0,0,wander
3,598.011,0,0,wander
3,597.958,0,0,wander
3,597.897,0,0,wander
3,597.829,0,0,wander
3,597.761,0,0,wander
3,597.694,0,0,wander
3,597.617,0,0,wander
3,597.551,0,0,wander
3,597.485,0,0,wander
3,597.425,0,0,wander
3,597.356,0,0,wander
3,597.29,0,0,wander
3,597.217,0,0,wander
3,597.15,0,0,wander
3,597.087,0,0,wander
3,597.03,0,0,wander
3,596.979,0,0,wander
3,596.92,0,0,wander
3,596.849,0,0,wander
3,596.783,0,0,wander
3,596.731,0,0,wander
3,596.673,0,0,wander
3,596.62,0,0,wander
3,596.571,0,0,wander
3,596.523,0,0,wander
3,596.462,0,0,wander
3,596.402,0,0,wander
3,596.334,0,0,wander
3,596.272,0,0,wander
3,596.211,0,0,wander
3,596.151,0,0,wander
3,596.104,0,0,wander
3,596.044,0,0,wander
3,595.994,0,0,wander
3,595.938,0,0,wander
3,595.867,0,0,wander
3,595.737,0,0,wander
3,595.684,0,0,wander
3,595.636,0,0,wander
3,595.581,0,0,wander
3,595.515,0,0,wander
3,595.455,0,0,wander
3,595.406,0,0,wander
3,595.354,0,0,wander
3,595.296,0,0,wander
3,595.231,0,0,wander
3,595.173,0,0,wander
3,595.115,0,0,wander
3,595.068,0,0,wander
3,595.016,0,0,wander
3,594.955,0,0,wander
3,594.895,0,0,wander
3,594.839,0,0,wander
3,594.788,0,0,wander
3,594.728,0,0,wander
3,594.68,0,0,wander
3,594.626,0,0,wander
3,594.567,0,0,wander
3,594.513,0,0,wander
3,594.459,0,0,wander
3,594.402,0,0,wander
3,594.352,0,0,wander
3,594.299,0,0,wander
3,594.254,0,0,wander
3,594.208,0,0,wander
3,594.152,0,0,wander
3,594.075,0,0,wander
3,593.955,0,0,wander
3,593.886,0,0,wander
3,593.83,0,0,wander
3,593.782,0,0,wander
3,593.725,0,0,wander
3,593.65,0,0,wander
3,593.575,0,0,wander
3,593.511,0,0,wander
3,593.465,0,0,wander
3,593.42,0,0,wander
3,593.364,0,0,wander
3,593.313,0,0,wander
3,593.26,0,0,wander
3,593.193,0,0,wander
3,593.129,0,0,wander
3,593.072,0,0,wander
3,593.024,0,0,wander
3,592.969,0,0,wander
3,592.923,0,0,wander
3,592.875,0,0,wander
3,592.824,0,0,wander
3,592.761,0,0,wander
3,592.693,0,0,wander
3,592.627,0,0,wander
3,592.567,0,0,wander
3,592.52,0,0,wander
3,592.47,0,0,wander
3,592.415,0,0,wander
3,592.346,0,0,wander
3,592.273,0,0,wander
3,592.145,0,0,wander
3,592.092,0,0,wander
3,592.04,0,0,wander
3,591.992,0,0,wander
3,591.926,0,0,wander
3,591.867,0,0,wander
3,591.811,0,0,wander
3,591.753,0,0,wander
3,591.705,0,0,wander
3,591.656,0,0,wander
3,591.605,0,0,wander
3,591.553,0,0,wander
3,591.478,0,0,wander
3,591.419,0,0,wander
3,591.363,0,0,wander
3,591.309,0,0,wander
3,591.26,0,0,wander
3,591.207,0,0,wander
3,591.16,0,0,wander
3,591.088,0,0,wander
3,591.024,0,0,wander
3,590.968,0,0,wander
3,590.908,0,0,wander
3,590.851,0,0,wander
3,590.798,0,0,wander
3,590.748,0,0,wander
3,590.682,0,0,wander
3,590.614,0,0,wander
3,590.549,0,0,wander
3,590.494,0,0,wander
3,590.444,0,0,wander
3,590.384,0,0,wander
3,590.323,0,0,wander
3,590.271,0,0,wander
3,590.215,0,0,wander
3,590.156,0,0,wander
3,590.039,0,0,wander
3,589.894,0,0,wander
3,589.815,0,0,wander
3,589.744,0,0,wander
3,589.673,0,0,wander
3,589.592,0,0,wander
3,589.53,0,0,wander
3,589.461,0,0,wander
3,589.388,0,0,wander
3,589.324,0,0,wander
3,589.254,0,0,wander
3,589.163,0,0,wander
3,589.077,0,0,wander
3,589.002,0,0,wander
3,588.941,0,0,wander
3,588.879,0,0,wander
3,588.812,0,0,wander
3,588.748,0,0,wander
3,588.688,0,0,wander
3,588.625,0,0,wander
3,588.549,0,0,wander
3,588.484,0,0,wander
3,588.413,0,0,wander
3,588.351,0,0,wander
3,588.285,0,0,wander
3,588.22,0,0,wander
3,588.16,0,0,wander
3,588.096,0,0,wander
3,588.014,0,0,wander
3,587.939,0,0,wander
3,587.877,0,0,wander
3,587.811,0,0,wander
3,587.729,0,0,wander
3,587.654,0,0,wander
3,587.575,0,0,wander
3,587.498,0,0,wander
3,587.405,0,0,wander
3,587.323,0,0,wander
3,587.251,0,0,wander
3,587.172,0,0,wander
3,587.095,0,0,wander
3,587.029,0,0,wander
3,586.952,0,0,wander
3,586.869,0,0,wander
3,586.793,0,0,wander
3,586.714,0,0,wander
3,586.641,0,0,wander
3,586.575,0,0,wander
3,586.509,0,0,wander
3,586.444,0,0,wander
3,586.379,0,0,wander
3,586.308,0,0,wander
3,586.202,0,0,wander
3,586.129,0,0,wander
3,586.05,0,0,wander
3,585.986,0,0,wander
3,585.92,0,0,wander
3,585.847,0,0,wander
3,585.767,0,0,wander
3,585.68,0,0,wander
3,585.579,0,0,wander
3,585.494,0,0,wander
3,585.429,0,0,wander
3,585.355,0,0,wander
3,585.277,0,0,wander
3,585.212,0,0,wander
3,585.146,0,0,wander
3,585.08,0,0,wander
3,584.986,0,0,wander
3,584.901,0,0,wander
3,584.777,0,0,wander
3,584.693,0,0,wander
3,584.614,0,0,wander
3,584.545,0,0,wander
3,584.465,0,0,wander
3,584.367,0,0,wander
3,584.268,0,0,wander
3,584.198,0,0,wander
3,584.131,0,0,wander
3,584.055,0,0,wander
3,583.975,0,0,wander
3,583.902,0,0,wander
3,583.822,0,0,wander
3,583.733,0,0,wander
3,583.644,0,0,wander
3,583.569,0,0,wander
3,583.501,0,0,wander
3,583.428,0,0,wander
3,583.345,0,0,wander
3,583.268,0,0,wander
3,583.182,0,0,wander
3,583.089,0,0,wander
3,582.986,0,0,wander
3,582.908,0,0,wander
3,582.817,0,0,wander
3,582.744,0,0,wander
3,582.658,0,0,wander
3,582.59,0,0,wander
3,582.521,0,0,wander
3,582.442,0,0,wander
3,582.348,0,0,wander
3,582.266,0,0,wander
3,582.071,0,0,wander
3,581.987,0,0,wander
3,581.861,0,0,wander
3,581.723,0,0,wander
3,581.632,0,0,wander
3,581.551,0,0,wander
3,581.469,0,0,wander
3,581.391,0,0,wander
3,581.315,0,0,wander
3,581.244,0,0,wander
3,581.161,0,0,wander
3,581.066,0,0,wander
3,580.954,0,0,wander
3,580.878,0,0,wander
3,580.808,0,0,wander
3,580.714,0,0,wander
3,580.641,0,0,wander
3,580.567,0,0,wander
3,580.481,0,0,wander
3,580.403,0,0,wander
3,580.302,0,0,wander
3,580.215,0,0,wander
3,580.136,0,0,wander
3,580.055,0,0,wander
3,579.973,0,0,wander
3,579.9,0,0,wander
3,579.819,0,0,wander
3,579.743,0,0,wander
3,579.644,0,0,wander
3,579.561,0,0,wander
3,579.474,0,0,wander
3,579.389,0,0,wander
3,579.194,0,0,wander
3,579.104,0,0,wander
3,579.018,0,0,wander
3,578.92,0,0,wander
3,578.834,0,0,wander
3,578.743,0,0,wander
3,578.657,0,0,wander
3,578.575,0,0,wander
3,578.503,0,0,wander
3,578.433,0,0,wander
3,578.346,0,0,wander
3,578.253,0,0,wander
3,578.168,0,0,wander
3,578.089,0,0,wander
3,577.993,0,0,wander
3,577.919,0,0,wander
3,577.851,0,0,wander
3,577.747,0,0,wander
3,577.632,0,0,wander
3,577.537,0,0,wander
3,577.452,0,0,wander
3,577.369,0,0,wander
3,577.279,0,0,wander
3,577.203,0,0,wander
3,577.132,0,0,wander
3,577.058,0,0,wander
3,576.962,0,0,wander
3,576.858,0,0,wander
3,576.765,0,0,wander
3,576.694,0,0,wander
3,576.62,0,0,wander
3,576.548,0,0,wander
3,576.464,0,0,wander
3,576.244,0,0,wander
3,576.146,0,0,wander
3,576.059,0,0,wander
3,575.976,0,0,wander
3,575.898,0,0,wander
3,575.811,0,0,wander
3,575.727,0,0,wander
3,575.65,0,0,wander
3,575.547,0,0,wander
3,575.44,0,0,wander
3,575.365,0,0,wander
3,575.296,0,0,wander
3,575.219,0,0,wander
3,575.151,0,0,wander
3,575.076,0,0,wander
3,575.002,0,0,wander
3,574.908,0,0,wander
3,574.821,0,0,wander
3,574.737,0,0,wander
3,574.646,0,0,wander
3,574.573,0,0,wander
3,574.501,0,0,wander
3,574.433,0,0,wander
3,574.36,0,0,wander
3,574.27,0,0,wander
3,574.175,0,0,wander
3,574.098,0,0,wander
3,574.024,0,0,wander
3,573.947,0,0,wander
3,573.873,0,0,wander
3,573.807,0,0,wander
3,573.731,0,0,wander
3,573.542,0,0,wander
3,573.434,0,0,wander
3,573.33,0,0,wander
3,573.229,0,0,wander
3,573.051,0,0,wander
3,572.966,0,0,wander
3,572.784,0,0,wander
3,572.688,0,0,wander
3,572.579,0,0,wander
3,572.495,0,0,wander
3,572.308,0,0,wander
3,572.228,0,0,wander
3,572.038,0,0,wander
3,571.966,0,0,wander
3,571.884,0,0,wander
3,571.701,0,0,wander
3,571.604,0,0,wander
3,571.423,0,0,wander
3,571.355,0,0,wander
3,571.17,0,0,wander
3,571.09,0,0,wander
3,570.977,0,0,wander
3,570.794,0,0,wander
3,570.718,0,0,wander
3,570.515,0,0,wander
3,570.432,0,0,wander
3,570.269,0,0,wander
3,570.193,0,0,wander
3,570.108,0,0,wander
3,569.949,0,0,wander
3,569.88,0,0,wander
3,569.725,0,0,wander
3,569.641,0,0,wander
3,569.537,0,0,wander
3,569.458,0,0,wander
3,569.383,0,0,wander
3,569.207,0,0,wander
3,569.131,0,0,wander
3,568.94,0,0,wander
3,568.857,0,0,wander
3,568.759,0,0,wander
3,568.672,0,0,wander
3,568.529,0,0,wander
3,568.445,0,0,wander
3,568.262,0,0,wander
3,568.186,0,0,wander
3,568.112,0,0,wander
3,568.03,0,0,wander
3,567.952,0,0,wander
3,567.878,0,0,wander
3,567.805,0,0,wander
3,567.736,0,0,wander
3,567.669,0,0,wander
3,567.603,0,0,wander
3,567.525,0,0,wander
3,567.415,0,0,wander
3,567.325,0,0,wander
3,567.255,0,0,wander
3,567.173,0,0,wander
3,567.106,0,0,wander
3,567.047,0,0,wander
3,566.981,0,0,wander
3,566.922,0,0,wander
3,566.848,0,0,wander
3,566.786,0,0,wander
3,566.717,0,0,wander
3,566.64,0,0,wander
3,566.565,0,0,wander
3,566.496,0,0,wander
3,566.425,0,0,wander
3,566.368,0,0,wander
3,566.303,0,0,wander
3,566.22,0,0,wander
3,566.134,0,0,wander
3,566.07,0,0,wander
3,566.002,0,0,wander
3,565.933,0,0,wander
3,565.775,0,0,wander
3,565.708,0,0,wander
3,565.576,0,0,wander
3,565.507,0,0,wander
3,565.346,0,0,wander
3,565.278,0,0,wander
3,565.125,0,0,wander
3,565.035,0,0,wander
3,564.954,0,0,wander
3,564.874,0,0,wander
3,564.727,0,0,wander
3,564.651,0,0,wander
3,564.493,0,0,wander
3,564.431,0,0,wander
3,564.286,0,0,wander
3,564.217,0,0,wander
3,564.079,0,0,wander
3,564.013,0,0,wander
3,563.939,0,0,wander
3,563.884,0,0,wander
3,563.821,0,0,wander
3,563.744,0,0,wander
3,563.678,0,0,wander
3,563.589,0,0,wander
3,563.517,0,0,wander
3,563.454,0,0,wander
3,563.388,0,0,wander
3,563.322,0,0,wander
3,563.254,0,0,wander
3,563.18,0,0,wander
3,563.116,0,0,wander
3,563.052,0,0,wander
3,562.983,0,0,wander
3,562.915,0,0,wander
3,562.864,0,0,wander
3,562.814,0,0,wander
3,562.738,0,0,wander
3,562.654,0,0,wander
3,562.582,0,0,wander
3,562.516,0,0,wander
3,562.44,0,0,wander
3,562.37,0,0,wander
3,562.31,0,0,wander
3,562.248,0,0,wander
3,562.184,0,0,wander
3,562.131,0,0,wander
3,562.067,0,0,wander
3,561.999,0,0,wander
3,561.857,0,0,wander
3,561.793,0,0,wander
3,561.649,0,0,wander
3,561.576,0,0,wander
3,561.418,0,0,wander
3,561.347,0,0,wander
3,561.187,0,0,wander
3,561.116,0,0,wander
3,560.975,0,0,wander
3,560.895,0,0,wander
3,560.752,0,0,wander
3,560.669,0,0,wander
3,560.575,0,0,wander
3,560.479,0,0,wander
3,560.38,0,0,wander
3,560.291,0,0,wander
3,560.188,0,0,wander
3,560.088,0,0,wander
3,559.996,0,0,wander
3,559.918,0,0,wander
3,559.773,0,0,wander
3,559.71,0,0,wander
3,559.57,0,0,wander
3,559.514,0,0,wander
3,559.369,0,0,wander
3,559.306,0,0,wander
3,559.159,0,0,wander
3,559.072,0,0,wander
3,558.934,0,0,wander
3,558.839,0,0,wander
3,558.663,0,0,wander
3,558.559,0,0,wander
3,558.48,0,0,wander
3,558.299,0,0,wander
3,558.217,0,0,wander
3,558.057,0,0,wander
3,557.989,0,0,wander
3,557.808,0,0,wander
3,557.71,0,0,wander
3,557.513,0,0,wander
3,557.439,0,0,wander
3,557.265,0,0,wander
3,557.195,0,0,wander
3,557.045,0,0,wander
3,556.922,0,0,wander
3,556.835,0,0,wander
3,556.738,0,0,wander
3,556.544,0,0,wander
3,556.46,0,0,wander
3,556.284,0,0,wander
3,556.2,0,0,wander
3,556.02,0,0,wander
3,555.935,0,0,wander
3,555.775,0,0,wander
3,555.678,0,0,wander
3,555.567,0,0,wander
3,555.478,0,0,wander
3,555.294,0,0,wander
3,555.193,0,0,wander
3,555.091,0,0,wander
3,555.002,0,0,wander
3,554.831,0,0,wander
3,554.737,0,0,wander
3,554.559,0,0,wander
3,554.471,0,0,wander
3,554.28,0,0,wander
3,554.197,0,0,wander
3,554.059,0,0,wander
3,553.952,0,0,wander
3,553.849,0,0,wander
3,553.755,0,0,wander
3,553.661,0,0,wander
3,553.574,0,0,wander
3,553.478,0,0,wander
3,553.394,0,0,wander
3,553.303,0,0,wander
3,553.207,0,0,wander
3,553.125,0,0,wander
3,553.047,0,0,wander
3,552.964,0,0,wander
3,552.863,0,0,wander
3,552.77,0,0,wander
3,552.684,0,0,wander
3,552.587,0,0,wander
3,552.503,0,0,wander
3,552.423,0,0,wander
3,552.35,0,0,wander
3,552.273,0,0,wander
3,552.18,0,0,wander
3,552.104,0,0,wander
3,552.02,0,0,wander
3,551.93,0,0,wander
3,551.859,0,0,wander
3,551.769,0,0,wander
3,551.685,0,0,wander
3,551.585,0,0,wander
3,551.506,0,0,wander
3,551.431,0,0,wander
3,551.341,0,0,wander
3,551.26,0,0,wander
3,551.163,0,0,wander
3,551.091,0,0,wander
3,551.019,0,0,wander
3,550.938,0,0,wander
3,550.857,0,0,wander
3,550.779,0,0,wander
3,550.683,0,0,wander
3,550.597,0,0,wander
3,550.523,0,0,wander
3,550.437,0,0,wander
3,550.358,0,0,wander
3,550.259,0,0,wander
3,550.056,0,0,wander
3,549.954,0,0,wander
3,549.863,0,0,wander
3,549.75,0,0,wander
3,549.649,0,0,wander
3,549.568,0,0,wander
3,549.49,0,0,wander
3,549.402,0,0,wander
3,549.317,0,0,wander
3,549.233,0,0,wander
3,549.159,0,0,wander
3,549.08,0,0,wander
3,548.998,0,0,wander
3,548.926,0,0,wander
3,548.849,0,0,wander
3,548.758,0,0,wander
3,548.684,0,0,wander
3,548.612,0,0,wander
3,548.526,0,0,wander
3,548.448,0,0,wander
3,548.352,0,0,wander
3,548.267,0,0,wander
3,548.174,0,0,wander
3,548.074,0,0,wander
3,547.995,0,0,wander
3,547.917,0,0,wander
3,547.826,0,0,wander
3,547.709,0,0,wander
3,547.607,0,0,wander
3,547.513,0,0,wander
3,547.321,0,0,wander
3,547.23,0,0,wander
3,547.015,0,0,wander
3,546.913,0,0,wander
3,546.793,0,0,wander
3,546.696,0,0,wander
3,546.487,0,0,wander
3,546.359,0,0,wander
3,546.127,0,0,wander
3,546.015,0,0,wander
3,545.893,0,0,wander
3,545.801,0,0,wander
3,545.673,0,0,wander
3,545.484,0,0,wander
3,545.377,0,0,wander
3,545.298,0,0,wander
3,545.22,0,0,wander
3,545.113,0,0,wander
3,545.016,0,0,wander
3,544.925,0,0,wander
3,544.844,0,0,wander
3,544.746,0,0,wander
3,544.662,0,0,wander
3,544.59,0,0,wander
3,544.477,0,0,wander
3,544.374,0,0,wander
3,544.289,0,0,wander
3,544.212,0,0,wander
3,544.127,0,0,wander
3,544.019,0,0,wander
3,543.928,0,0,wander
3,543.832,0,0,wander
3,543.736,0,0,wander
3,543.648,0,0,wander
3,543.549,0,0,wander
3,543.45,0,0,wander
3,543.352,0,0,wander
3,543.257,0,0,wander
3,543.169,0,0,wander
3,543.064,0,0,wander
3,542.988,0,0,wander
3,542.916,0,0,wander
3,542.839,0,0,wander
3,542.741,0,0,wander
3,542.653,0,0,wander
3,542.572,0,0,wander
3,542.456,0,0,wander
3,542.369,0,0,wander
3,542.268,0,0,wander
3,542.174,0,0,wander
3,542.083,0,0,wander
3,541.989,0,0,wander
3,541.91,0,0,wander
3,541.833,0,0,wander
3,541.751,0,0,wander
3,541.67,0,0,wander
3,541.586,0,0,wander
3,541.504,0,0,wander
3,541.405,0,0,wander
3,541.32,0,0,wander
3,541.224,0,0,wander
3,541.127,0,0,wander
3,541.032,0,0,wander
3,540.939,0,0,wander
3,540.84,0,0,wander
3,540.747,0,0,wander
3,540.659,0,0,wander
3,540.549,0,0,wander
3,540.45,0,0,wander
3,540.349,0,0,wander
3,540.251,0,0,wander
3,540.151,0,0,wander
3,540.06,0,0,wander
3,539.966,0,0,wander
3,539.878,0,0,wander
3,539.787,0,0,wander
3,539.69,0,0,wander
3,539.581,0,0,wander
3,539.495,0,0,wander
3,539.403,0,0,wander
3,539.309,0,0,wander
3,539.214,0,0,wander
3,539.136,0,0,wander
3,539.058,0,0,wander
3,538.978,0,0,wander
3,538.891,0,0,wander
3,538.798,0,0,wander
3,538.706,0,0,wander
3,538.608,0,0,wander
3,538.531,0,0,wander
3,538.454,0,0,wander
3,538.37,0,0,wander
3,538.276,0,0,wander
3,538.188,0,0,wander
3,538.109,0,0,wander
3,538.021,0,0,wander
3,537.942,0,0,wander
3,537.868,0,0,wander
3,537.786,0,0,wander
3,537.698,0,0,wander
3,537.627,0,0,wander
3,537.54,0,0,wander
3,537.436,0,0,wander
3,537.354,0,0,wander
3,537.257,0,0,wander
3,537.178,0,0,wander
3,537.1,0,0,wander
3,537.021,0,0,wander
3,536.932,0,0,wander
3,536.826,0,0,wander
3,536.742,0,0,wander
3,536.663,0,0,wander
3,536.579,0,0,wander
3,536.496,0,0,wander
3,536.413,0,0,wander
3,536.338,0,0,wander
3,536.256,0,0,wander
3,536.171,0,0,wander
3,536.102,0,0,wander
3,536.027,0,0,wander
3,535.954,0,0,wander
3,535.866,0,0,wander
3,535.793,0,0,wander
3,535.706,0,0,wander
3,535.629,0,0,wander
3,535.55,0,0,wander
3,535.461,0,0,wander
3,535.381,0,0,wander
3,535.297,0,0,wander
3,535.217,0,0,wander
3,535.135,0,0,wander
3,535.065,0,0,wander
3,534.985,0,0,wander
3,534.907,0,0,wander
3,534.827,0,0,wander
3,534.743,0,0,wander
3,534.667,0,0,wander
